Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,Cultivar,DATASTORE filetype,DATASTORE provider,DATASTORE region,Ecotype,env_broad_scale,env_local_scale,env_medium,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,isol_growth_condt,isolate,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,SRA Study,strain
SRR15559235,WGS,289,126630144809,PRJNA755322,SAMN20814945,MIGS.eu,52527368621,DUKE UNIVERSITY,Not applicable,public,Not applicable,"fastq,run.zq,sra","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",Not applicable,Not applicable,Not applicable,Not applicable,SRX11857301,uncalculated,uncalculated,Not applicable,HiSeq X Ten,Not applicable,AMB_301,Not applicable,AMB_301,PAIRED,RANDOM,GENOMIC,Papio cynocephalus x Papio anubis,ILLUMINA,2022-07-07T00:00:00Z,2021-08-21T23:19:00Z,1,AMB_301,SRP332951,Not applicable
SRR15559236,WGS,300,4381644300,PRJNA755322,SAMN20815237,MIGS.eu,1666239873,DUKE UNIVERSITY,Not applicable,public,Not applicable,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",Not applicable,Not applicable,Not applicable,Not applicable,SRX11857300,uncalculated,uncalculated,Not applicable,HiSeq X Ten,Not applicable,AMB_288,Not applicable,AMB_288,PAIRED,RANDOM,GENOMIC,Papio cynocephalus x Papio anubis,ILLUMINA,2022-07-07T00:00:00Z,2021-08-21T16:44:00Z,1,AMB_288,SRP332951,Not applicable
SRR15559237,WGS,300,3880893600,PRJNA755322,SAMN20814914,MIGS.eu,1448267165,DUKE UNIVERSITY,Not applicable,public,Not applicable,"fastq,sra,run.zq","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",Not applicable,Not applicable,Not applicable,Not applicable,SRX11857299,uncalculated,uncalculated,Not applicable,HiSeq X Ten,Not applicable,AMB_287,Not applicable,AMB_287,PAIRED,RANDOM,GENOMIC,Papio cynocephalus x Papio anubis,ILLUMINA,2022-07-07T00:00:00Z,2021-08-21T16:51:00Z,1,AMB_287,SRP332951,Not applicable
SRR15559238,WGS,300,4325385300,PRJNA755322,SAMN20815009,MIGS.eu,1661139449,DUKE UNIVERSITY,Not applicable,public,Not applicable,"fastq,run.zq,sra","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",Not applicable,Not applicable,Not applicable,Not applicable,SRX11857298,uncalculated,uncalculated,Not applicable,HiSeq X Ten,Not applicable,AMB_033,Not applicable,AMB_033,PAIRED,RANDOM,GENOMIC,Papio cynocephalus x Papio anubis,ILLUMINA,2022-07-07T00:00:00Z,2021-08-21T16:44:00Z,1,AMB_033,SRP332951,Not applicable
SRR15559239,WGS,300,4320826800,PRJNA755322,SAMN20814923,MIGS.eu,1619532498,DUKE UNIVERSITY,Not applicable,public,Not applicable,"run.zq,fastq,sra","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",Not applicable,Not applicable,Not applicable,Not applicable,SRX11857297,uncalculated,uncalculated,Not applicable,HiSeq X Ten,Not applicable,AMB_286,Not applicable,AMB_286,PAIRED,RANDOM,GENOMIC,Papio cynocephalus x Papio anubis,ILLUMINA,2022-07-07T00:00:00Z,2021-08-21T16:43:00Z,1,AMB_286,SRP332951,Not applicable
SRR15559240,WGS,300,4195929000,PRJNA755322,SAMN20815168,MIGS.eu,1568981102,DUKE UNIVERSITY,Not applicable,public,Not applicable,"fastq,sra,run.zq","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",Not applicable,Not applicable,Not applicable,Not applicable,SRX11857296,uncalculated,uncalculated,Not applicable,HiSeq X Ten,Not applicable,AMB_285,Not applicable,AMB_285,PAIRED,RANDOM,GENOMIC,Papio cynocephalus x Papio anubis,ILLUMINA,2022-07-07T00:00:00Z,2021-08-21T16:42:00Z,1,AMB_285,SRP332951,Not applicable
SRR15559241,WGS,300,4621310400,PRJNA755322,SAMN20815247,MIGS.eu,1737945541,DUKE UNIVERSITY,Not applicable,public,Not applicable,"fastq,run.zq,sra","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",Not applicable,Not applicable,Not applicable,Not applicable,SRX11857295,uncalculated,uncalculated,Not applicable,HiSeq X Ten,Not applicable,AMB_284,Not applicable,AMB_284,PAIRED,RANDOM,GENOMIC,Papio cynocephalus x Papio anubis,ILLUMINA,2022-07-07T00:00:00Z,2021-08-21T16:44:00Z,1,AMB_284,SRP332951,Not applicable
SRR15559242,WGS,300,6489940200,PRJNA755322,SAMN20814921,MIGS.eu,2368750506,DUKE UNIVERSITY,Not applicable,public,Not applicable,"run.zq,sra,fastq","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",Not applicable,Not applicable,Not applicable,Not applicable,SRX11857294,uncalculated,uncalculated,Not applicable,HiSeq X Ten,Not applicable,AMB_283,Not applicable,AMB_283,PAIRED,RANDOM,GENOMIC,Papio cynocephalus x Papio anubis,ILLUMINA,2022-07-07T00:00:00Z,2021-08-21T16:50:00Z,1,AMB_283,SRP332951,Not applicable
SRR15559243,WGS,300,5207549400,PRJNA755322,SAMN20815025,MIGS.eu,1921571050,DUKE UNIVERSITY,Not applicable,public,Not applicable,"fastq,sra,run.zq","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",Not applicable,Not applicable,Not applicable,Not applicable,SRX11857293,uncalculated,uncalculated,Not applicable,HiSeq X Ten,Not applicable,AMB_282,Not applicable,AMB_282,PAIRED,RANDOM,GENOMIC,Papio cynocephalus x Papio anubis,ILLUMINA,2022-07-07T00:00:00Z,2021-08-21T16:50:00Z,1,AMB_282,SRP332951,Not applicable
SRR15559244,WGS,300,4354768200,PRJNA755322,SAMN20815040,MIGS.eu,1630565449,DUKE UNIVERSITY,Not applicable,public,Not applicable,"fastq,sra,run.zq","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Not applicable,Not applicable,Not applicable,Not applicable,SRX11857292,uncalculated,uncalculated,Not applicable,HiSeq X Ten,Not applicable,AMB_280,Not applicable,AMB_280,PAIRED,RANDOM,GENOMIC,Papio cynocephalus x Papio anubis,ILLUMINA,2022-07-07T00:00:00Z,2021-08-21T16:42:00Z,1,AMB_280,SRP332951,Not applicable
SRR15559245,WGS,300,4415087700,PRJNA755322,SAMN20814965,MIGS.eu,1631517567,DUKE UNIVERSITY,Not applicable,public,Not applicable,"run.zq,sra,fastq","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",Not applicable,Not applicable,Not applicable,Not applicable,SRX11857291,uncalculated,uncalculated,Not applicable,HiSeq X Ten,Not applicable,AMB_279,Not applicable,AMB_279,PAIRED,RANDOM,GENOMIC,Papio cynocephalus x Papio anubis,ILLUMINA,2022-07-07T00:00:00Z,2021-08-21T16:41:00Z,1,AMB_279,SRP332951,Not applicable
SRR15559246,WGS,300,3928083300,PRJNA755322,SAMN20815079,MIGS.eu,1448577946,DUKE UNIVERSITY,Not applicable,public,Not applicable,"run.zq,fastq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",Not applicable,Not applicable,Not applicable,Not applicable,SRX11857290,uncalculated,uncalculated,Not applicable,HiSeq X Ten,Not applicable,AMB_278,Not applicable,AMB_278,PAIRED,RANDOM,GENOMIC,Papio cynocephalus x Papio anubis,ILLUMINA,2022-07-07T00:00:00Z,2021-08-21T16:40:00Z,1,AMB_278,SRP332951,Not applicable
SRR15559247,WGS,300,4722057300,PRJNA755322,SAMN20815096,MIGS.eu,1741325899,DUKE UNIVERSITY,Not applicable,public,Not applicable,"fastq,run.zq,sra","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",Not applicable,Not applicable,Not applicable,Not applicable,SRX11857289,uncalculated,uncalculated,Not applicable,HiSeq X Ten,Not applicable,AMB_276,Not applicable,AMB_276,PAIRED,RANDOM,GENOMIC,Papio cynocephalus x Papio anubis,ILLUMINA,2022-07-07T00:00:00Z,2021-08-21T16:45:00Z,1,AMB_276,SRP332951,Not applicable
SRR15559248,WGS,300,4320837600,PRJNA755322,SAMN20815044,MIGS.eu,1598896253,DUKE UNIVERSITY,Not applicable,public,Not applicable,"fastq,sra,run.zq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",Not applicable,Not applicable,Not applicable,Not applicable,SRX11857288,uncalculated,uncalculated,Not applicable,HiSeq X Ten,Not applicable,AMB_275,Not applicable,AMB_275,PAIRED,RANDOM,GENOMIC,Papio cynocephalus x Papio anubis,ILLUMINA,2022-07-07T00:00:00Z,2021-08-21T16:45:00Z,1,AMB_275,SRP332951,Not applicable
SRR15559249,WGS,300,4112257500,PRJNA755322,SAMN20815269,MIGS.eu,1527177064,DUKE UNIVERSITY,Not applicable,public,Not applicable,"fastq,sra,run.zq","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",Not applicable,Not applicable,Not applicable,Not applicable,SRX11857287,uncalculated,uncalculated,Not applicable,HiSeq X Ten,Not applicable,AMB_032,Not applicable,AMB_032,PAIRED,RANDOM,GENOMIC,Papio cynocephalus x Papio anubis,ILLUMINA,2022-07-07T00:00:00Z,2021-08-21T16:44:00Z,1,AMB_032,SRP332951,Not applicable
SRR15559250,WGS,300,4979160000,PRJNA755322,SAMN20815293,MIGS.eu,1853227256,DUKE UNIVERSITY,Not applicable,public,Not applicable,"run.zq,sra,fastq","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",Not applicable,Not applicable,Not applicable,Not applicable,SRX11857286,uncalculated,uncalculated,Not applicable,HiSeq X Ten,Not applicable,AMB_274,Not applicable,AMB_274,PAIRED,RANDOM,GENOMIC,Papio cynocephalus x Papio anubis,ILLUMINA,2022-07-07T00:00:00Z,2021-08-21T16:48:00Z,1,AMB_274,SRP332951,Not applicable
SRR15559251,WGS,300,2852607300,PRJNA755322,SAMN20814956,MIGS.eu,1064732071,DUKE UNIVERSITY,Not applicable,public,Not applicable,"sra,run.zq,fastq","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",Not applicable,Not applicable,Not applicable,Not applicable,SRX11857285,uncalculated,uncalculated,Not applicable,HiSeq X Ten,Not applicable,AMB_273,Not applicable,AMB_273,PAIRED,RANDOM,GENOMIC,Papio cynocephalus x Papio anubis,ILLUMINA,2022-07-07T00:00:00Z,2021-08-21T16:40:00Z,1,AMB_273,SRP332951,Not applicable
SRR15559252,WGS,300,4783841700,PRJNA755322,SAMN20815130,MIGS.eu,1795779040,DUKE UNIVERSITY,Not applicable,public,Not applicable,"sra,fastq,run.zq","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",Not applicable,Not applicable,Not applicable,Not applicable,SRX11857284,uncalculated,uncalculated,Not applicable,HiSeq X Ten,Not applicable,AMB_270,Not applicable,AMB_270,PAIRED,RANDOM,GENOMIC,Papio cynocephalus x Papio anubis,ILLUMINA,2022-07-07T00:00:00Z,2021-08-21T16:52:00Z,1,AMB_270,SRP332951,Not applicable
SRR15559253,WGS,300,3722436300,PRJNA755322,SAMN20815147,MIGS.eu,1383702023,DUKE UNIVERSITY,Not applicable,public,Not applicable,"sra,run.zq,fastq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",Not applicable,Not applicable,Not applicable,Not applicable,SRX11857283,uncalculated,uncalculated,Not applicable,HiSeq X Ten,Not applicable,AMB_267,Not applicable,AMB_267,PAIRED,RANDOM,GENOMIC,Papio cynocephalus x Papio anubis,ILLUMINA,2022-07-07T00:00:00Z,2021-08-21T16:41:00Z,1,AMB_267,SRP332951,Not applicable
SRR15559254,WGS,300,5435913000,PRJNA755322,SAMN20815033,MIGS.eu,2004441369,DUKE UNIVERSITY,Not applicable,public,Not applicable,"sra,run.zq,fastq","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",Not applicable,Not applicable,Not applicable,Not applicable,SRX11857282,uncalculated,uncalculated,Not applicable,HiSeq X Ten,Not applicable,AMB_266,Not applicable,AMB_266,PAIRED,RANDOM,GENOMIC,Papio cynocephalus x Papio anubis,ILLUMINA,2022-07-07T00:00:00Z,2021-08-21T16:45:00Z,1,AMB_266,SRP332951,Not applicable
SRR15559255,WGS,300,4242198000,PRJNA755322,SAMN20814990,MIGS.eu,1572000124,DUKE UNIVERSITY,Not applicable,public,Not applicable,"sra,run.zq,fastq","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",Not applicable,Not applicable,Not applicable,Not applicable,SRX11857281,uncalculated,uncalculated,Not applicable,HiSeq X Ten,Not applicable,AMB_265,Not applicable,AMB_265,PAIRED,RANDOM,GENOMIC,Papio cynocephalus x Papio anubis,ILLUMINA,2022-07-07T00:00:00Z,2021-08-21T16:44:00Z,1,AMB_265,SRP332951,Not applicable
SRR15559256,WGS,300,5428438800,PRJNA755322,SAMN20815133,MIGS.eu,2001706767,DUKE UNIVERSITY,Not applicable,public,Not applicable,"fastq,sra,run.zq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",Not applicable,Not applicable,Not applicable,Not applicable,SRX11857280,uncalculated,uncalculated,Not applicable,HiSeq X Ten,Not applicable,AMB_264,Not applicable,AMB_264,PAIRED,RANDOM,GENOMIC,Papio cynocephalus x Papio anubis,ILLUMINA,2022-07-07T00:00:00Z,2021-08-21T16:47:00Z,1,AMB_264,SRP332951,Not applicable
SRR15559257,WGS,300,3942753600,PRJNA755322,SAMN20815241,MIGS.eu,1471735631,DUKE UNIVERSITY,Not applicable,public,Not applicable,"sra,fastq,run.zq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",Not applicable,Not applicable,Not applicable,Not applicable,SRX11857279,uncalculated,uncalculated,Not applicable,HiSeq X Ten,Not applicable,AMB_263,Not applicable,AMB_263,PAIRED,RANDOM,GENOMIC,Papio cynocephalus x Papio anubis,ILLUMINA,2022-07-07T00:00:00Z,2021-08-21T16:49:00Z,1,AMB_263,SRP332951,Not applicable
SRR15559258,WGS,300,4417211700,PRJNA755322,SAMN20814969,MIGS.eu,1624983372,DUKE UNIVERSITY,Not applicable,public,Not applicable,"fastq,sra,run.zq","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",Not applicable,Not applicable,Not applicable,Not applicable,SRX11857278,uncalculated,uncalculated,Not applicable,HiSeq X Ten,Not applicable,AMB_262,Not applicable,AMB_262,PAIRED,RANDOM,GENOMIC,Papio cynocephalus x Papio anubis,ILLUMINA,2022-07-07T00:00:00Z,2021-08-21T16:43:00Z,1,AMB_262,SRP332951,Not applicable
SRR15559259,WGS,300,4324300200,PRJNA755322,SAMN20815019,MIGS.eu,1621494702,DUKE UNIVERSITY,Not applicable,public,Not applicable,"run.zq,sra,fastq","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",Not applicable,Not applicable,Not applicable,Not applicable,SRX11857277,uncalculated,uncalculated,Not applicable,HiSeq X Ten,Not applicable,AMB_261,Not applicable,AMB_261,PAIRED,RANDOM,GENOMIC,Papio cynocephalus x Papio anubis,ILLUMINA,2022-07-07T00:00:00Z,2021-08-21T16:45:00Z,1,AMB_261,SRP332951,Not applicable
SRR15559260,WGS,300,5556038100,PRJNA755322,SAMN20815189,MIGS.eu,2050252891,DUKE UNIVERSITY,Not applicable,public,Not applicable,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",Not applicable,Not applicable,Not applicable,Not applicable,SRX11857276,uncalculated,uncalculated,Not applicable,HiSeq X Ten,Not applicable,AMB_031,Not applicable,AMB_031,PAIRED,RANDOM,GENOMIC,Papio cynocephalus x Papio anubis,ILLUMINA,2022-07-07T00:00:00Z,2021-08-21T17:01:00Z,1,AMB_031,SRP332951,Not applicable
SRR15559261,WGS,300,3062611200,PRJNA755322,SAMN20815022,MIGS.eu,1190315296,DUKE UNIVERSITY,Not applicable,public,Not applicable,"fastq,run.zq,sra","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",Not applicable,Not applicable,Not applicable,Not applicable,SRX11857275,uncalculated,uncalculated,Not applicable,HiSeq X Ten,Not applicable,AMB_260,Not applicable,AMB_260,PAIRED,RANDOM,GENOMIC,Papio cynocephalus x Papio anubis,ILLUMINA,2022-07-07T00:00:00Z,2021-08-21T16:39:00Z,1,AMB_260,SRP332951,Not applicable
SRR15559262,WGS,300,3697083600,PRJNA755322,SAMN20814989,MIGS.eu,1366926730,DUKE UNIVERSITY,Not applicable,public,Not applicable,"run.zq,fastq,sra","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",Not applicable,Not applicable,Not applicable,Not applicable,SRX11857274,uncalculated,uncalculated,Not applicable,HiSeq X Ten,Not applicable,AMB_259,Not applicable,AMB_259,PAIRED,RANDOM,GENOMIC,Papio cynocephalus x Papio anubis,ILLUMINA,2022-07-07T00:00:00Z,2021-08-21T16:44:00Z,1,AMB_259,SRP332951,Not applicable
SRR15559263,WGS,300,5068362600,PRJNA755322,SAMN20814996,MIGS.eu,1922224079,DUKE UNIVERSITY,Not applicable,public,Not applicable,"fastq,run.zq,sra","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",Not applicable,Not applicable,Not applicable,Not applicable,SRX11857273,uncalculated,uncalculated,Not applicable,HiSeq X Ten,Not applicable,AMB_258,Not applicable,AMB_258,PAIRED,RANDOM,GENOMIC,Papio cynocephalus x Papio anubis,ILLUMINA,2022-07-07T00:00:00Z,2021-08-21T16:49:00Z,1,AMB_258,SRP332951,Not applicable
SRR15559264,WGS,300,5470900500,PRJNA755322,SAMN20815070,MIGS.eu,2017667419,DUKE UNIVERSITY,Not applicable,public,Not applicable,"run.zq,fastq,sra","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",Not applicable,Not applicable,Not applicable,Not applicable,SRX11857272,uncalculated,uncalculated,Not applicable,HiSeq X Ten,Not applicable,AMB_257,Not applicable,AMB_257,PAIRED,RANDOM,GENOMIC,Papio cynocephalus x Papio anubis,ILLUMINA,2022-07-07T00:00:00Z,2021-08-21T16:46:00Z,1,AMB_257,SRP332951,Not applicable
SRR15559265,WGS,300,4919408700,PRJNA755322,SAMN20815143,MIGS.eu,1806564522,DUKE UNIVERSITY,Not applicable,public,Not applicable,"fastq,run.zq,sra","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",Not applicable,Not applicable,Not applicable,Not applicable,SRX11857271,uncalculated,uncalculated,Not applicable,HiSeq X Ten,Not applicable,AMB_256,Not applicable,AMB_256,PAIRED,RANDOM,GENOMIC,Papio cynocephalus x Papio anubis,ILLUMINA,2022-07-07T00:00:00Z,2021-08-21T16:58:00Z,1,AMB_256,SRP332951,Not applicable
SRR15559266,WGS,300,4129446600,PRJNA755322,SAMN20815031,MIGS.eu,1580573681,DUKE UNIVERSITY,Not applicable,public,Not applicable,"run.zq,sra,fastq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",Not applicable,Not applicable,Not applicable,Not applicable,SRX11857270,uncalculated,uncalculated,Not applicable,HiSeq X Ten,Not applicable,AMB_255,Not applicable,AMB_255,PAIRED,RANDOM,GENOMIC,Papio cynocephalus x Papio anubis,ILLUMINA,2022-07-07T00:00:00Z,2021-08-21T16:41:00Z,1,AMB_255,SRP332951,Not applicable
SRR15559267,WGS,300,4286504700,PRJNA755322,SAMN20815078,MIGS.eu,1618864753,DUKE UNIVERSITY,Not applicable,public,Not applicable,"fastq,sra,run.zq","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",Not applicable,Not applicable,Not applicable,Not applicable,SRX11857269,uncalculated,uncalculated,Not applicable,HiSeq X Ten,Not applicable,AMB_254,Not applicable,AMB_254,PAIRED,RANDOM,GENOMIC,Papio cynocephalus x Papio anubis,ILLUMINA,2022-07-07T00:00:00Z,2021-08-21T16:41:00Z,1,AMB_254,SRP332951,Not applicable
SRR15559268,WGS,300,5228533800,PRJNA755322,SAMN20815224,MIGS.eu,1961323628,DUKE UNIVERSITY,Not applicable,public,Not applicable,"fastq,sra,run.zq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",Not applicable,Not applicable,Not applicable,Not applicable,SRX11857268,uncalculated,uncalculated,Not applicable,HiSeq X Ten,Not applicable,AMB_251,Not applicable,AMB_251,PAIRED,RANDOM,GENOMIC,Papio cynocephalus x Papio anubis,ILLUMINA,2022-07-07T00:00:00Z,2021-08-21T16:44:00Z,1,AMB_251,SRP332951,Not applicable
SRR15559269,WGS,300,3893130000,PRJNA755322,SAMN20815104,MIGS.eu,1500218907,DUKE UNIVERSITY,Not applicable,public,Not applicable,"run.zq,sra,fastq","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",Not applicable,Not applicable,Not applicable,Not applicable,SRX11857267,uncalculated,uncalculated,Not applicable,HiSeq X Ten,Not applicable,AMB_250,Not applicable,AMB_250,PAIRED,RANDOM,GENOMIC,Papio cynocephalus x Papio anubis,ILLUMINA,2022-07-07T00:00:00Z,2021-08-21T16:42:00Z,1,AMB_250,SRP332951,Not applicable
SRR15559270,WGS,300,4245834600,PRJNA755322,SAMN20814954,MIGS.eu,1600472609,DUKE UNIVERSITY,Not applicable,public,Not applicable,"fastq,sra,run.zq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",Not applicable,Not applicable,Not applicable,Not applicable,SRX11857266,uncalculated,uncalculated,Not applicable,HiSeq X Ten,Not applicable,AMB_246,Not applicable,AMB_246,PAIRED,RANDOM,GENOMIC,Papio cynocephalus x Papio anubis,ILLUMINA,2022-07-07T00:00:00Z,2021-08-21T16:44:00Z,1,AMB_246,SRP332951,Not applicable
SRR15559271,WGS,300,6220207500,PRJNA755322,SAMN20815062,MIGS.eu,2310868574,DUKE UNIVERSITY,Not applicable,public,Not applicable,"run.zq,fastq,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",Not applicable,Not applicable,Not applicable,Not applicable,SRX11857265,uncalculated,uncalculated,Not applicable,HiSeq X Ten,Not applicable,AMB_029,Not applicable,AMB_029,PAIRED,RANDOM,GENOMIC,Papio cynocephalus x Papio anubis,ILLUMINA,2022-07-07T00:00:00Z,2021-08-21T16:55:00Z,1,AMB_029,SRP332951,Not applicable
SRR15559272,WGS,300,3834274500,PRJNA755322,SAMN20814964,MIGS.eu,1429396412,DUKE UNIVERSITY,Not applicable,public,Not applicable,"fastq,run.zq,sra","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",Not applicable,Not applicable,Not applicable,Not applicable,SRX11857264,uncalculated,uncalculated,Not applicable,HiSeq X Ten,Not applicable,AMB_005,Not applicable,AMB_005,PAIRED,RANDOM,GENOMIC,Papio cynocephalus x Papio anubis,ILLUMINA,2022-07-07T00:00:00Z,2021-08-21T16:43:00Z,1,AMB_005,SRP332951,Not applicable
SRR15559273,WGS,300,3074441700,PRJNA755322,SAMN20814953,MIGS.eu,1159803667,DUKE UNIVERSITY,Not applicable,public,Not applicable,"run.zq,fastq,sra","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",Not applicable,Not applicable,Not applicable,Not applicable,SRX11857263,uncalculated,uncalculated,Not applicable,HiSeq X Ten,Not applicable,AMB_001,Not applicable,AMB_001,PAIRED,RANDOM,GENOMIC,Papio cynocephalus x Papio anubis,ILLUMINA,2022-07-07T00:00:00Z,2021-08-21T16:40:00Z,1,AMB_001,SRP332951,Not applicable
SRR15505583,WGS,300,4391440200,PRJNA755322,SAMN20815250,MIGS.eu,1640789243,DUKE UNIVERSITY,Not applicable,public,Not applicable,"sra,fastq,run.zq","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",Not applicable,Not applicable,Not applicable,Not applicable,SRX11805031,uncalculated,uncalculated,Not applicable,HiSeq X Ten,Not applicable,AMB_200,Not applicable,AMB_200,PAIRED,RANDOM,GENOMIC,Papio cynocephalus x Papio anubis,ILLUMINA,2022-07-07T00:00:00Z,2021-08-17T20:09:00Z,1,AMB_200,SRP332951,Not applicable
SRR15505584,WGS,300,5868368700,PRJNA755322,SAMN20815289,MIGS.eu,2196473239,DUKE UNIVERSITY,Not applicable,public,Not applicable,"run.zq,sra,fastq","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",Not applicable,Not applicable,Not applicable,Not applicable,SRX11805030,uncalculated,uncalculated,Not applicable,HiSeq X Ten,Not applicable,AMB_120,Not applicable,AMB_120,PAIRED,RANDOM,GENOMIC,Papio cynocephalus x Papio anubis,ILLUMINA,2022-07-07T00:00:00Z,2021-08-17T20:18:00Z,1,AMB_120,SRP332951,Not applicable
SRR15505585,WGS,300,3351094500,PRJNA755322,SAMN20814993,MIGS.eu,1248933832,DUKE UNIVERSITY,Not applicable,public,Not applicable,"run.zq,fastq,sra","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",Not applicable,Not applicable,Not applicable,Not applicable,SRX11805029,uncalculated,uncalculated,Not applicable,HiSeq X Ten,Not applicable,AMB_128,Not applicable,AMB_128,PAIRED,RANDOM,GENOMIC,Papio cynocephalus x Papio anubis,ILLUMINA,2022-07-07T00:00:00Z,2021-08-17T20:16:00Z,1,AMB_128,SRP332951,Not applicable
SRR15505586,WGS,300,3033899700,PRJNA755322,SAMN20815156,MIGS.eu,1141593238,DUKE UNIVERSITY,Not applicable,public,Not applicable,"run.zq,sra,fastq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",Not applicable,Not applicable,Not applicable,Not applicable,SRX11805027,uncalculated,uncalculated,Not applicable,HiSeq X Ten,Not applicable,AMB_183,Not applicable,AMB_183,PAIRED,RANDOM,GENOMIC,Papio cynocephalus x Papio anubis,ILLUMINA,2022-07-07T00:00:00Z,2021-08-17T20:12:00Z,1,AMB_183,SRP332951,Not applicable
SRR15505587,WGS,300,4372795500,PRJNA755322,SAMN20815118,MIGS.eu,1636004023,DUKE UNIVERSITY,Not applicable,public,Not applicable,"sra,run.zq,fastq","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",Not applicable,Not applicable,Not applicable,Not applicable,SRX11805026,uncalculated,uncalculated,Not applicable,HiSeq X Ten,Not applicable,AMB_155,Not applicable,AMB_155,PAIRED,RANDOM,GENOMIC,Papio cynocephalus x Papio anubis,ILLUMINA,2022-07-07T00:00:00Z,2021-08-17T20:10:00Z,1,AMB_155,SRP332951,Not applicable
SRR15505588,WGS,300,3512767500,PRJNA755322,SAMN20815206,MIGS.eu,1309565703,DUKE UNIVERSITY,Not applicable,public,Not applicable,"run.zq,sra,fastq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",Not applicable,Not applicable,Not applicable,Not applicable,SRX11805025,uncalculated,uncalculated,Not applicable,HiSeq X Ten,Not applicable,AMB_073,Not applicable,AMB_073,PAIRED,RANDOM,GENOMIC,Papio cynocephalus x Papio anubis,ILLUMINA,2022-07-07T00:00:00Z,2021-08-17T20:11:00Z,1,AMB_073,SRP332951,Not applicable
SRR15505589,WGS,300,4488175500,PRJNA755322,SAMN20814939,MIGS.eu,1687188208,DUKE UNIVERSITY,Not applicable,public,Not applicable,"sra,fastq,run.zq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",Not applicable,Not applicable,Not applicable,Not applicable,SRX11805028,uncalculated,uncalculated,Not applicable,HiSeq X Ten,Not applicable,AMB_125,Not applicable,AMB_125,PAIRED,RANDOM,GENOMIC,Papio cynocephalus x Papio anubis,ILLUMINA,2022-07-07T00:00:00Z,2021-08-17T20:15:00Z,1,AMB_125,SRP332951,Not applicable
