Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,sex,SRA Study,isolate,Age,BIOMATERIAL_PROVIDER,BioSampleModel,tissue,BREED,COUNTRY,strain,isolation_source,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name
SRR5308516,WGS,268,45126882,PRJNA54005,SAMN02981400,102760843,BCM,public,"sra,run.zq,sff","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX2609521,454 GS FLX,4WG_PHAM.00_000sB,SINGLE,RANDOM,GENOMIC,Papio anubis,LS454,2017-03-02T00:00:00Z,2017-03-02T13:22:00Z,1,gb|AHZZ00000000.1,female,SRP026666,1X1155,,,,,,"USA: Southwest National Primate Research Center\, San Antonio",,,,,
SRR5308517,WGS,267,77138668,PRJNA54005,SAMN02981400,179906352,BCM,public,"sff,sra,run.zq","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",SRX2609521,454 GS FLX,4WG_PHAM.00_000sB,SINGLE,RANDOM,GENOMIC,Papio anubis,LS454,2017-03-02T00:00:00Z,2017-03-02T13:22:00Z,1,gb|AHZZ00000000.1,female,SRP026666,1X1155,,,,,,"USA: Southwest National Primate Research Center\, San Antonio",,,,,
SRR5308518,WGS,273,63934816,PRJNA54005,SAMN02981400,148728990,BCM,public,"sff,run.zq,sra","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",SRX2609521,454 GS FLX,4WG_PHAM.00_000sB,SINGLE,RANDOM,GENOMIC,Papio anubis,LS454,2017-03-02T00:00:00Z,2017-03-02T13:22:00Z,1,gb|AHZZ00000000.1,female,SRP026666,1X1155,,,,,,"USA: Southwest National Primate Research Center\, San Antonio",,,,,
SRR5308519,WGS,267,75446052,PRJNA54005,SAMN02981400,177554066,BCM,public,"run.zq,sra,sff","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX2609521,454 GS FLX,4WG_PHAM.00_000sB,SINGLE,RANDOM,GENOMIC,Papio anubis,LS454,2017-03-02T00:00:00Z,2017-03-02T13:22:00Z,1,gb|AHZZ00000000.1,female,SRP026666,1X1155,,,,,,"USA: Southwest National Primate Research Center\, San Antonio",,,,,
SRR5308520,WGS,268,65353870,PRJNA54005,SAMN02981400,154229981,BCM,public,"sra,sff,run.zq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX2609521,454 GS FLX,4WG_PHAM.00_000sB,SINGLE,RANDOM,GENOMIC,Papio anubis,LS454,2017-03-02T00:00:00Z,2017-03-02T13:22:00Z,1,gb|AHZZ00000000.1,female,SRP026666,1X1155,,,,,,"USA: Southwest National Primate Research Center\, San Antonio",,,,,
SRR5308521,WGS,268,80539566,PRJNA54005,SAMN02981400,189099284,BCM,public,"sra,sff,run.zq","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX2609521,454 GS FLX,4WG_PHAM.00_000sB,SINGLE,RANDOM,GENOMIC,Papio anubis,LS454,2017-03-02T00:00:00Z,2017-03-02T13:22:00Z,1,gb|AHZZ00000000.1,female,SRP026666,1X1155,,,,,,"USA: Southwest National Primate Research Center\, San Antonio",,,,,
SRR5308522,WGS,267,89764547,PRJNA54005,SAMN02981400,212285592,BCM,public,"sra,sff,run.zq","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",SRX2609521,454 GS FLX,4WG_PHAM.00_000sB,SINGLE,RANDOM,GENOMIC,Papio anubis,LS454,2017-03-02T00:00:00Z,2017-03-02T13:23:00Z,1,gb|AHZZ00000000.1,female,SRP026666,1X1155,,,,,,"USA: Southwest National Primate Research Center\, San Antonio",,,,,
SRR5308523,WGS,267,28995440,PRJNA54005,SAMN02981400,67903034,BCM,public,"sff,sra,run.zq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX2609524,454 GS FLX,4WG_PHAM.00_000sA,SINGLE,RANDOM,GENOMIC,Papio anubis,LS454,2017-03-02T00:00:00Z,2017-03-02T13:22:00Z,1,gb|AHZZ00000000.1,female,SRP026666,1X1155,,,,,,"USA: Southwest National Primate Research Center\, San Antonio",,,,,
SRR5308524,WGS,266,58830031,PRJNA54005,SAMN02981400,138267437,BCM,public,"sff,sra,run.zq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX2609521,454 GS FLX,4WG_PHAM.00_000sB,SINGLE,RANDOM,GENOMIC,Papio anubis,LS454,2017-03-02T00:00:00Z,2017-03-02T13:22:00Z,1,gb|AHZZ00000000.1,female,SRP026666,1X1155,,,,,,"USA: Southwest National Primate Research Center\, San Antonio",,,,,
SRR5308525,WGS,267,64212366,PRJNA54005,SAMN02981400,150105984,BCM,public,"run.zq,sff,sra","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",SRX2609521,454 GS FLX,4WG_PHAM.00_000sB,SINGLE,RANDOM,GENOMIC,Papio anubis,LS454,2017-03-02T00:00:00Z,2017-03-02T13:23:00Z,1,gb|AHZZ00000000.1,female,SRP026666,1X1155,,,,,,"USA: Southwest National Primate Research Center\, San Antonio",,,,,
SRR5308526,WGS,268,29956206,PRJNA54005,SAMN02981400,70432020,BCM,public,"sra,run.zq,sff","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX2609521,454 GS FLX,4WG_PHAM.00_000sB,SINGLE,RANDOM,GENOMIC,Papio anubis,LS454,2017-03-02T00:00:00Z,2017-03-02T13:22:00Z,1,gb|AHZZ00000000.1,female,SRP026666,1X1155,,,,,,"USA: Southwest National Primate Research Center\, San Antonio",,,,,
SRR5308527,WGS,265,8757282,PRJNA54005,SAMN02981400,20679769,BCM,public,"sra,sff,run.zq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",SRX2609521,454 GS FLX,4WG_PHAM.00_000sB,SINGLE,RANDOM,GENOMIC,Papio anubis,LS454,2017-03-02T00:00:00Z,2017-03-02T13:22:00Z,1,gb|AHZZ00000000.1,female,SRP026666,1X1155,,,,,,"USA: Southwest National Primate Research Center\, San Antonio",,,,,
SRR5308528,WGS,274,25841131,PRJNA54005,SAMN02981400,62939294,BCM,public,"run.zq,sra,sff","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX2609521,454 GS FLX,4WG_PHAM.00_000sB,SINGLE,RANDOM,GENOMIC,Papio anubis,LS454,2017-03-02T00:00:00Z,2017-03-02T13:22:00Z,1,gb|AHZZ00000000.1,female,SRP026666,1X1155,,,,,,"USA: Southwest National Primate Research Center\, San Antonio",,,,,
SRR5308529,WGS,270,70191993,PRJNA54005,SAMN02981400,152620663,BCM,public,"sra,sff,run.zq","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX2609521,454 GS FLX,4WG_PHAM.00_000sB,SINGLE,RANDOM,GENOMIC,Papio anubis,LS454,2017-03-02T00:00:00Z,2017-03-02T13:23:00Z,1,gb|AHZZ00000000.1,female,SRP026666,1X1155,,,,,,"USA: Southwest National Primate Research Center\, San Antonio",,,,,
SRR5308530,WGS,267,69046155,PRJNA54005,SAMN02981400,163296781,BCM,public,"sff,sra,run.zq","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX2609521,454 GS FLX,4WG_PHAM.00_000sB,SINGLE,RANDOM,GENOMIC,Papio anubis,LS454,2017-03-02T00:00:00Z,2017-03-02T13:23:00Z,1,gb|AHZZ00000000.1,female,SRP026666,1X1155,,,,,,"USA: Southwest National Primate Research Center\, San Antonio",,,,,
SRR5308531,WGS,269,72820446,PRJNA54005,SAMN02981400,158053261,BCM,public,"sra,sff,run.zq","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",SRX2609521,454 GS FLX,4WG_PHAM.00_000sB,SINGLE,RANDOM,GENOMIC,Papio anubis,LS454,2017-03-02T00:00:00Z,2017-03-02T13:23:00Z,1,gb|AHZZ00000000.1,female,SRP026666,1X1155,,,,,,"USA: Southwest National Primate Research Center\, San Antonio",,,,,
SRR5308532,WGS,267,73529577,PRJNA54005,SAMN02981400,174815276,BCM,public,"sra,sff,run.zq","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX2609521,454 GS FLX,4WG_PHAM.00_000sB,SINGLE,RANDOM,GENOMIC,Papio anubis,LS454,2017-03-02T00:00:00Z,2017-03-02T13:23:00Z,1,gb|AHZZ00000000.1,female,SRP026666,1X1155,,,,,,"USA: Southwest National Primate Research Center\, San Antonio",,,,,
SRR5308533,WGS,267,56842563,PRJNA54005,SAMN02981400,134918953,BCM,public,"run.zq,sff,sra","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",SRX2609521,454 GS FLX,4WG_PHAM.00_000sB,SINGLE,RANDOM,GENOMIC,Papio anubis,LS454,2017-03-02T00:00:00Z,2017-03-02T13:23:00Z,1,gb|AHZZ00000000.1,female,SRP026666,1X1155,,,,,,"USA: Southwest National Primate Research Center\, San Antonio",,,,,
SRR5308534,WGS,266,29410093,PRJNA54005,SAMN02981400,68099155,BCM,public,"sff,run.zq,sra","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX2609521,454 GS FLX,4WG_PHAM.00_000sB,SINGLE,RANDOM,GENOMIC,Papio anubis,LS454,2017-03-02T00:00:00Z,2017-03-02T13:23:00Z,1,gb|AHZZ00000000.1,female,SRP026666,1X1155,,,,,,"USA: Southwest National Primate Research Center\, San Antonio",,,,,
SRR5308535,WGS,267,70128745,PRJNA54005,SAMN02981400,165957041,BCM,public,"sff,sra,run.zq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX2609521,454 GS FLX,4WG_PHAM.00_000sB,SINGLE,RANDOM,GENOMIC,Papio anubis,LS454,2017-03-02T00:00:00Z,2017-03-02T13:23:00Z,1,gb|AHZZ00000000.1,female,SRP026666,1X1155,,,,,,"USA: Southwest National Primate Research Center\, San Antonio",,,,,
SRR5308536,WGS,267,87899625,PRJNA54005,SAMN02981400,204401332,BCM,public,"run.zq,sra,sff","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",SRX2609521,454 GS FLX,4WG_PHAM.00_000sB,SINGLE,RANDOM,GENOMIC,Papio anubis,LS454,2017-03-02T00:00:00Z,2017-03-02T13:23:00Z,1,gb|AHZZ00000000.1,female,SRP026666,1X1155,,,,,,"USA: Southwest National Primate Research Center\, San Antonio",,,,,
SRR5308537,WGS,267,60128723,PRJNA54005,SAMN02981400,142784956,BCM,public,"sra,sff,run.zq","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",SRX2609521,454 GS FLX,4WG_PHAM.00_000sB,SINGLE,RANDOM,GENOMIC,Papio anubis,LS454,2017-03-02T00:00:00Z,2017-03-02T13:23:00Z,1,gb|AHZZ00000000.1,female,SRP026666,1X1155,,,,,,"USA: Southwest National Primate Research Center\, San Antonio",,,,,
SRR5308538,WGS,267,32435265,PRJNA54005,SAMN02981400,78114804,BCM,public,"run.zq,sff,sra","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX2609521,454 GS FLX,4WG_PHAM.00_000sB,SINGLE,RANDOM,GENOMIC,Papio anubis,LS454,2017-03-02T00:00:00Z,2017-03-02T13:23:00Z,1,gb|AHZZ00000000.1,female,SRP026666,1X1155,,,,,,"USA: Southwest National Primate Research Center\, San Antonio",,,,,
SRR5308539,WGS,267,51190331,PRJNA54005,SAMN02981400,120873208,BCM,public,"run.zq,sff,sra","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",SRX2609521,454 GS FLX,4WG_PHAM.00_000sB,SINGLE,RANDOM,GENOMIC,Papio anubis,LS454,2017-03-02T00:00:00Z,2017-03-02T13:23:00Z,1,gb|AHZZ00000000.1,female,SRP026666,1X1155,,,,,,"USA: Southwest National Primate Research Center\, San Antonio",,,,,
SRR5308540,WGS,267,69510680,PRJNA54005,SAMN02981400,164948028,BCM,public,"sra,run.zq,sff","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX2609521,454 GS FLX,4WG_PHAM.00_000sB,SINGLE,RANDOM,GENOMIC,Papio anubis,LS454,2017-03-02T00:00:00Z,2017-03-02T13:23:00Z,1,gb|AHZZ00000000.1,female,SRP026666,1X1155,,,,,,"USA: Southwest National Primate Research Center\, San Antonio",,,,,
SRR5308541,WGS,266,62020073,PRJNA54005,SAMN02981400,146940506,BCM,public,"run.zq,sra,sff","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX2609521,454 GS FLX,4WG_PHAM.00_000sB,SINGLE,RANDOM,GENOMIC,Papio anubis,LS454,2017-03-02T00:00:00Z,2017-03-02T13:23:00Z,1,gb|AHZZ00000000.1,female,SRP026666,1X1155,,,,,,"USA: Southwest National Primate Research Center\, San Antonio",,,,,
SRR5308542,WGS,268,32010618,PRJNA54005,SAMN02981400,76273578,BCM,public,"sff,run.zq,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX2609521,454 GS FLX,4WG_PHAM.00_000sB,SINGLE,RANDOM,GENOMIC,Papio anubis,LS454,2017-03-02T00:00:00Z,2017-03-02T13:23:00Z,1,gb|AHZZ00000000.1,female,SRP026666,1X1155,,,,,,"USA: Southwest National Primate Research Center\, San Antonio",,,,,
SRR5308543,WGS,266,82574395,PRJNA54005,SAMN02981400,196818731,BCM,public,"sff,sra,run.zq","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX2609521,454 GS FLX,4WG_PHAM.00_000sB,SINGLE,RANDOM,GENOMIC,Papio anubis,LS454,2017-03-02T00:00:00Z,2017-03-02T13:23:00Z,1,gb|AHZZ00000000.1,female,SRP026666,1X1155,,,,,,"USA: Southwest National Primate Research Center\, San Antonio",,,,,
SRR5308544,WGS,266,88531346,PRJNA54005,SAMN02981400,208830880,BCM,public,"run.zq,sra,sff","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",SRX2609521,454 GS FLX,4WG_PHAM.00_000sB,SINGLE,RANDOM,GENOMIC,Papio anubis,LS454,2017-03-02T00:00:00Z,2017-03-02T13:23:00Z,1,gb|AHZZ00000000.1,female,SRP026666,1X1155,,,,,,"USA: Southwest National Primate Research Center\, San Antonio",,,,,
SRR5308545,WGS,269,58293502,PRJNA54005,SAMN02981400,139617339,BCM,public,"sra,run.zq,sff","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",SRX2609521,454 GS FLX,4WG_PHAM.00_000sB,SINGLE,RANDOM,GENOMIC,Papio anubis,LS454,2017-03-02T00:00:00Z,2017-03-02T13:23:00Z,1,gb|AHZZ00000000.1,female,SRP026666,1X1155,,,,,,"USA: Southwest National Primate Research Center\, San Antonio",,,,,
SRR5308546,WGS,267,66241486,PRJNA54005,SAMN02981400,156123909,BCM,public,"run.zq,sra,sff","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX2609521,454 GS FLX,4WG_PHAM.00_000sB,SINGLE,RANDOM,GENOMIC,Papio anubis,LS454,2017-03-02T00:00:00Z,2017-03-02T13:23:00Z,1,gb|AHZZ00000000.1,female,SRP026666,1X1155,,,,,,"USA: Southwest National Primate Research Center\, San Antonio",,,,,
SRR5308547,WGS,269,60735416,PRJNA54005,SAMN02981400,146563673,BCM,public,"sra,sff,run.zq","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX2609521,454 GS FLX,4WG_PHAM.00_000sB,SINGLE,RANDOM,GENOMIC,Papio anubis,LS454,2017-03-02T00:00:00Z,2017-03-02T13:23:00Z,1,gb|AHZZ00000000.1,female,SRP026666,1X1155,,,,,,"USA: Southwest National Primate Research Center\, San Antonio",,,,,
SRR5308548,WGS,267,68907749,PRJNA54005,SAMN02981400,161204747,BCM,public,"sff,sra,run.zq","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX2609521,454 GS FLX,4WG_PHAM.00_000sB,SINGLE,RANDOM,GENOMIC,Papio anubis,LS454,2017-03-02T00:00:00Z,2017-03-02T13:23:00Z,1,gb|AHZZ00000000.1,female,SRP026666,1X1155,,,,,,"USA: Southwest National Primate Research Center\, San Antonio",,,,,
SRR5308549,WGS,269,63239958,PRJNA54005,SAMN02981400,150431340,BCM,public,"run.zq,sff,sra","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX2609521,454 GS FLX,4WG_PHAM.00_000sB,SINGLE,RANDOM,GENOMIC,Papio anubis,LS454,2017-03-02T00:00:00Z,2017-03-02T13:23:00Z,1,gb|AHZZ00000000.1,female,SRP026666,1X1155,,,,,,"USA: Southwest National Primate Research Center\, San Antonio",,,,,
SRR5308550,WGS,267,69704263,PRJNA54005,SAMN02981400,158383191,BCM,public,"sra,sff,run.zq","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",SRX2609521,454 GS FLX,4WG_PHAM.00_000sB,SINGLE,RANDOM,GENOMIC,Papio anubis,LS454,2017-03-02T00:00:00Z,2017-03-02T13:23:00Z,1,gb|AHZZ00000000.1,female,SRP026666,1X1155,,,,,,"USA: Southwest National Primate Research Center\, San Antonio",,,,,
SRR5308551,WGS,266,78137586,PRJNA54005,SAMN02981400,183273176,BCM,public,"sra,sff,run.zq","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX2609521,454 GS FLX,4WG_PHAM.00_000sB,SINGLE,RANDOM,GENOMIC,Papio anubis,LS454,2017-03-02T00:00:00Z,2017-03-02T13:23:00Z,1,gb|AHZZ00000000.1,female,SRP026666,1X1155,,,,,,"USA: Southwest National Primate Research Center\, San Antonio",,,,,
SRR5308552,WGS,266,54615000,PRJNA54005,SAMN02981400,129903881,BCM,public,"run.zq,sff,sra","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",SRX2609521,454 GS FLX,4WG_PHAM.00_000sB,SINGLE,RANDOM,GENOMIC,Papio anubis,LS454,2017-03-02T00:00:00Z,2017-03-02T13:23:00Z,1,gb|AHZZ00000000.1,female,SRP026666,1X1155,,,,,,"USA: Southwest National Primate Research Center\, San Antonio",,,,,
SRR5308553,WGS,267,58889336,PRJNA54005,SAMN02981400,139044924,BCM,public,"sra,sff,run.zq","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX2609521,454 GS FLX,4WG_PHAM.00_000sB,SINGLE,RANDOM,GENOMIC,Papio anubis,LS454,2017-03-02T00:00:00Z,2017-03-02T13:23:00Z,1,gb|AHZZ00000000.1,female,SRP026666,1X1155,,,,,,"USA: Southwest National Primate Research Center\, San Antonio",,,,,
SRR5308554,WGS,266,75060771,PRJNA54005,SAMN02981400,177360537,BCM,public,"sra,sff,run.zq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX2609521,454 GS FLX,4WG_PHAM.00_000sB,SINGLE,RANDOM,GENOMIC,Papio anubis,LS454,2017-03-02T00:00:00Z,2017-03-02T13:23:00Z,1,gb|AHZZ00000000.1,female,SRP026666,1X1155,,,,,,"USA: Southwest National Primate Research Center\, San Antonio",,,,,
SRR5308555,WGS,264,9351766,PRJNA54005,SAMN02981400,21933685,BCM,public,"sff,run.zq,sra","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",SRX2609521,454 GS FLX,4WG_PHAM.00_000sB,SINGLE,RANDOM,GENOMIC,Papio anubis,LS454,2017-03-02T00:00:00Z,2017-03-02T13:23:00Z,1,gb|AHZZ00000000.1,female,SRP026666,1X1155,,,,,,"USA: Southwest National Primate Research Center\, San Antonio",,,,,
SRR5308556,WGS,267,50176631,PRJNA54005,SAMN02981400,116474994,BCM,public,"sff,run.zq,sra","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",SRX2609521,454 GS FLX,4WG_PHAM.00_000sB,SINGLE,RANDOM,GENOMIC,Papio anubis,LS454,2017-03-02T00:00:00Z,2017-03-02T13:23:00Z,1,gb|AHZZ00000000.1,female,SRP026666,1X1155,,,,,,"USA: Southwest National Primate Research Center\, San Antonio",,,,,
SRR5308557,WGS,268,69740139,PRJNA54005,SAMN02981400,164931638,BCM,public,"sff,sra,run.zq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX2609521,454 GS FLX,4WG_PHAM.00_000sB,SINGLE,RANDOM,GENOMIC,Papio anubis,LS454,2017-03-02T00:00:00Z,2017-03-02T13:23:00Z,1,gb|AHZZ00000000.1,female,SRP026666,1X1155,,,,,,"USA: Southwest National Primate Research Center\, San Antonio",,,,,
SRR5308558,WGS,271,29154397,PRJNA54005,SAMN02981400,70425400,BCM,public,"sff,sra,run.zq","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2609521,454 GS FLX,4WG_PHAM.00_000sB,SINGLE,RANDOM,GENOMIC,Papio anubis,LS454,2017-03-02T00:00:00Z,2017-03-02T13:23:00Z,1,gb|AHZZ00000000.1,female,SRP026666,1X1155,,,,,,"USA: Southwest National Primate Research Center\, San Antonio",,,,,
SRR5308559,WGS,266,58720689,PRJNA54005,SAMN02981400,140184554,BCM,public,"run.zq,sff,sra","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",SRX2609521,454 GS FLX,4WG_PHAM.00_000sB,SINGLE,RANDOM,GENOMIC,Papio anubis,LS454,2017-03-02T00:00:00Z,2017-03-02T13:23:00Z,1,gb|AHZZ00000000.1,female,SRP026666,1X1155,,,,,,"USA: Southwest National Primate Research Center\, San Antonio",,,,,
SRR5308560,WGS,269,68079178,PRJNA54005,SAMN02981400,164507290,BCM,public,"sra,run.zq,sff","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX2609521,454 GS FLX,4WG_PHAM.00_000sB,SINGLE,RANDOM,GENOMIC,Papio anubis,LS454,2017-03-02T00:00:00Z,2017-03-02T13:23:00Z,1,gb|AHZZ00000000.1,female,SRP026666,1X1155,,,,,,"USA: Southwest National Primate Research Center\, San Antonio",,,,,
SRR5308561,WGS,267,66984820,PRJNA54005,SAMN02981400,159063984,BCM,public,"run.zq,sra,sff","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX2609521,454 GS FLX,4WG_PHAM.00_000sB,SINGLE,RANDOM,GENOMIC,Papio anubis,LS454,2017-03-02T00:00:00Z,2017-03-02T13:23:00Z,1,gb|AHZZ00000000.1,female,SRP026666,1X1155,,,,,,"USA: Southwest National Primate Research Center\, San Antonio",,,,,
SRR5308562,WGS,267,63704231,PRJNA54005,SAMN02981400,151153163,BCM,public,"sra,sff,run.zq","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",SRX2609521,454 GS FLX,4WG_PHAM.00_000sB,SINGLE,RANDOM,GENOMIC,Papio anubis,LS454,2017-03-02T00:00:00Z,2017-03-02T13:23:00Z,1,gb|AHZZ00000000.1,female,SRP026666,1X1155,,,,,,"USA: Southwest National Primate Research Center\, San Antonio",,,,,
SRR5308563,WGS,268,57062571,PRJNA54005,SAMN02981400,135178907,BCM,public,"sff,run.zq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX2609521,454 GS FLX,4WG_PHAM.00_000sB,SINGLE,RANDOM,GENOMIC,Papio anubis,LS454,2017-03-02T00:00:00Z,2017-03-02T13:23:00Z,1,gb|AHZZ00000000.1,female,SRP026666,1X1155,,,,,,"USA: Southwest National Primate Research Center\, San Antonio",,,,,
SRR5308564,WGS,267,91111872,PRJNA54005,SAMN02981400,215877381,BCM,public,"sra,run.zq,sff","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2609521,454 GS FLX,4WG_PHAM.00_000sB,SINGLE,RANDOM,GENOMIC,Papio anubis,LS454,2017-03-02T00:00:00Z,2017-03-02T13:23:00Z,1,gb|AHZZ00000000.1,female,SRP026666,1X1155,,,,,,"USA: Southwest National Primate Research Center\, San Antonio",,,,,
SRR5308565,WGS,268,49247685,PRJNA54005,SAMN02981400,116212741,BCM,public,"run.zq,sra,sff","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",SRX2609521,454 GS FLX,4WG_PHAM.00_000sB,SINGLE,RANDOM,GENOMIC,Papio anubis,LS454,2017-03-02T00:00:00Z,2017-03-02T13:23:00Z,1,gb|AHZZ00000000.1,female,SRP026666,1X1155,,,,,,"USA: Southwest National Primate Research Center\, San Antonio",,,,,
SRR5308566,WGS,267,76397628,PRJNA54005,SAMN02981400,181377572,BCM,public,"sff,sra,run.zq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",SRX2609521,454 GS FLX,4WG_PHAM.00_000sB,SINGLE,RANDOM,GENOMIC,Papio anubis,LS454,2017-03-02T00:00:00Z,2017-03-02T13:23:00Z,1,gb|AHZZ00000000.1,female,SRP026666,1X1155,,,,,,"USA: Southwest National Primate Research Center\, San Antonio",,,,,
SRR5308567,WGS,268,64165862,PRJNA54005,SAMN02981400,152853538,BCM,public,"sra,sff,run.zq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX2609521,454 GS FLX,4WG_PHAM.00_000sB,SINGLE,RANDOM,GENOMIC,Papio anubis,LS454,2017-03-02T00:00:00Z,2017-03-02T13:23:00Z,1,gb|AHZZ00000000.1,female,SRP026666,1X1155,,,,,,"USA: Southwest National Primate Research Center\, San Antonio",,,,,
SRR5308568,WGS,267,53692421,PRJNA54005,SAMN02981400,127411391,BCM,public,"run.zq,sff,sra","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",SRX2609521,454 GS FLX,4WG_PHAM.00_000sB,SINGLE,RANDOM,GENOMIC,Papio anubis,LS454,2017-03-02T00:00:00Z,2017-03-02T13:23:00Z,1,gb|AHZZ00000000.1,female,SRP026666,1X1155,,,,,,"USA: Southwest National Primate Research Center\, San Antonio",,,,,
SRR5308569,WGS,273,24790628,PRJNA54005,SAMN02981400,60332865,BCM,public,"sra,sff,run.zq","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX2609521,454 GS FLX,4WG_PHAM.00_000sB,SINGLE,RANDOM,GENOMIC,Papio anubis,LS454,2017-03-02T00:00:00Z,2017-03-02T13:23:00Z,1,gb|AHZZ00000000.1,female,SRP026666,1X1155,,,,,,"USA: Southwest National Primate Research Center\, San Antonio",,,,,
SRR5308570,WGS,267,69370878,PRJNA54005,SAMN02981400,163160834,BCM,public,"sra,sff,run.zq","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2609521,454 GS FLX,4WG_PHAM.00_000sB,SINGLE,RANDOM,GENOMIC,Papio anubis,LS454,2017-03-02T00:00:00Z,2017-03-02T13:23:00Z,1,gb|AHZZ00000000.1,female,SRP026666,1X1155,,,,,,"USA: Southwest National Primate Research Center\, San Antonio",,,,,
SRR5308571,WGS,268,83075246,PRJNA54005,SAMN02981400,180401650,BCM,public,"run.zq,sff,sra","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX2609521,454 GS FLX,4WG_PHAM.00_000sB,SINGLE,RANDOM,GENOMIC,Papio anubis,LS454,2017-03-02T00:00:00Z,2017-03-02T13:23:00Z,1,gb|AHZZ00000000.1,female,SRP026666,1X1155,,,,,,"USA: Southwest National Primate Research Center\, San Antonio",,,,,
SRR5308572,WGS,267,58653732,PRJNA54005,SAMN02981400,139654073,BCM,public,"run.zq,sra,sff","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX2609521,454 GS FLX,4WG_PHAM.00_000sB,SINGLE,RANDOM,GENOMIC,Papio anubis,LS454,2017-03-02T00:00:00Z,2017-03-02T13:24:00Z,1,gb|AHZZ00000000.1,female,SRP026666,1X1155,,,,,,"USA: Southwest National Primate Research Center\, San Antonio",,,,,
