Run,Assay Type,BioProject,BioSample,Center Name,Consent,ENA-FIRST-PUBLIC (run),ENA-FIRST-PUBLIC,ENA-LAST-UPDATE (run),ENA-LAST-UPDATE,Experiment,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,Scientific_Name,SRA Study,external_id,INSDC_center_alias,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Sample_Name,Submitter_Id,DATASTORE filetype,DATASTORE provider,DATASTORE region,create_date,version,AvgSpotLen,Bases,Bytes,common_name,lat_lon,geo_loc_name_country,geo_loc_name_country_continent,geographic_location_(country_and/or_sea),Specimen_voucher,isolate,sub_species,organism,type-material,AssemblyName
ERR10972338,WGS,PRJEB59576,SAMEA14464459,IBE(CSIC-UNIVERSITAT POMPEU FABRA),public,2023-06-01,2023-06-01,2023-06-01,2023-06-01,ERX10409461,Illumina NovaSeq 6000,2362AE,PAIRED,RANDOM,GENOMIC,Cheracebus lugens,ILLUMINA,2023-09-16T00:00:00Z,SAMEA14464459,Cheracebus lugens,ERP144627,SAMEA14464459,IBE(CSIC-UNIVERSITAT POMPEU FABRA),IBE(CSIC-UNIVERSITAT POMPEU FABRA),2023-06-01T00:19:35Z,2023-06-01T00:19:35Z,public,PD_0315,PD_0315,"run.zq,fastq,sra","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",2023-09-23T04:55:00Z,1,302,9433622622,3000102518,black titi,1.8067 N 63.7844 W,Brazil,South America,Brazil,MN68617,JPB111,,,,
ERR10972339,WGS,PRJEB59576,SAMEA14464459,IBE(CSIC-UNIVERSITAT POMPEU FABRA),public,2023-06-01,2023-06-01,2023-06-01,2023-06-01,ERX10409462,Illumina NovaSeq 6000,2362AE,PAIRED,RANDOM,GENOMIC,Cheracebus lugens,ILLUMINA,2023-09-16T00:00:00Z,SAMEA14464459,Cheracebus lugens,ERP144627,SAMEA14464459,IBE(CSIC-UNIVERSITAT POMPEU FABRA),IBE(CSIC-UNIVERSITAT POMPEU FABRA),2023-06-01T00:19:35Z,2023-06-01T00:19:35Z,public,PD_0315,PD_0315,"run.zq,fastq,sra","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",2023-09-23T04:58:00Z,1,302,9565270764,3044028547,black titi,1.8067 N 63.7844 W,Brazil,South America,Brazil,MN68617,JPB111,,,,
ERR10972340,WGS,PRJEB59576,SAMEA14464460,IBE(CSIC-UNIVERSITAT POMPEU FABRA),public,2023-06-01,2023-06-01,2023-06-01,2023-06-01,ERX10409463,Illumina NovaSeq 6000,2363AE,PAIRED,RANDOM,GENOMIC,Cheracebus lugens,ILLUMINA,2023-09-16T00:00:00Z,SAMEA14464460,Cheracebus lugens,ERP144627,SAMEA14464460,IBE(CSIC-UNIVERSITAT POMPEU FABRA),IBE(CSIC-UNIVERSITAT POMPEU FABRA),2023-06-01T00:19:35Z,2023-06-01T00:19:35Z,public,PD_0316,PD_0316,"fastq,sra,run.zq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",2023-09-23T05:01:00Z,1,302,19316349142,6354767241,black titi,1.1856 N 64.8108 W,Brazil,South America,Brazil,MN68618,JPB119,,,,
ERR10972341,WGS,PRJEB59576,SAMEA14464460,IBE(CSIC-UNIVERSITAT POMPEU FABRA),public,2023-06-01,2023-06-01,2023-06-01,2023-06-01,ERX10409464,Illumina NovaSeq 6000,2363AE,PAIRED,RANDOM,GENOMIC,Cheracebus lugens,ILLUMINA,2023-09-16T00:00:00Z,SAMEA14464460,Cheracebus lugens,ERP144627,SAMEA14464460,IBE(CSIC-UNIVERSITAT POMPEU FABRA),IBE(CSIC-UNIVERSITAT POMPEU FABRA),2023-06-01T00:19:35Z,2023-06-01T00:19:35Z,public,PD_0316,PD_0316,"run.zq,fastq,sra","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",2023-09-23T05:11:00Z,1,302,19886428200,6420440380,black titi,1.1856 N 64.8108 W,Brazil,South America,Brazil,MN68618,JPB119,,,,
ERR10972342,WGS,PRJEB59576,SAMEA14464460,IBE(CSIC-UNIVERSITAT POMPEU FABRA),public,2023-06-01,2023-06-01,2023-06-01,2023-06-01,ERX10409465,Illumina NovaSeq 6000,2363AE,PAIRED,RANDOM,GENOMIC,Cheracebus lugens,ILLUMINA,2023-09-16T00:00:00Z,SAMEA14464460,Cheracebus lugens,ERP144627,SAMEA14464460,IBE(CSIC-UNIVERSITAT POMPEU FABRA),IBE(CSIC-UNIVERSITAT POMPEU FABRA),2023-06-01T00:19:35Z,2023-06-01T00:19:35Z,public,PD_0316,PD_0316,"sra,fastq,run.zq","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",2023-09-23T05:00:00Z,1,302,9414501492,2973690349,black titi,1.1856 N 64.8108 W,Brazil,South America,Brazil,MN68618,JPB119,,,,
ERR10972343,WGS,PRJEB59576,SAMEA14464460,IBE(CSIC-UNIVERSITAT POMPEU FABRA),public,2023-06-01,2023-06-01,2023-06-01,2023-06-01,ERX10409466,Illumina NovaSeq 6000,2363AE,PAIRED,RANDOM,GENOMIC,Cheracebus lugens,ILLUMINA,2023-09-16T00:00:00Z,SAMEA14464460,Cheracebus lugens,ERP144627,SAMEA14464460,IBE(CSIC-UNIVERSITAT POMPEU FABRA),IBE(CSIC-UNIVERSITAT POMPEU FABRA),2023-06-01T00:19:35Z,2023-06-01T00:19:35Z,public,PD_0316,PD_0316,"run.zq,sra,fastq","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",2023-09-23T04:58:00Z,1,302,9577557030,3027731456,black titi,1.1856 N 64.8108 W,Brazil,South America,Brazil,MN68618,JPB119,,,,
ERR10972344,WGS,PRJEB59576,SAMEA14464460,IBE(CSIC-UNIVERSITAT POMPEU FABRA),public,2023-06-01,2023-06-01,2023-06-01,2023-06-01,ERX10409467,Illumina NovaSeq 6000,2363AE,PAIRED,RANDOM,GENOMIC,Cheracebus lugens,ILLUMINA,2023-09-16T00:00:00Z,SAMEA14464460,Cheracebus lugens,ERP144627,SAMEA14464460,IBE(CSIC-UNIVERSITAT POMPEU FABRA),IBE(CSIC-UNIVERSITAT POMPEU FABRA),2023-06-01T00:19:35Z,2023-06-01T00:19:35Z,public,PD_0316,PD_0316,"sra,fastq,run.zq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",2023-09-23T05:02:00Z,1,302,9363711434,2973916345,black titi,1.1856 N 64.8108 W,Brazil,South America,Brazil,MN68618,JPB119,,,,
ERR10972345,WGS,PRJEB59576,SAMEA14464460,IBE(CSIC-UNIVERSITAT POMPEU FABRA),public,2023-06-01,2023-06-01,2023-06-01,2023-06-01,ERX10409468,Illumina NovaSeq 6000,2363AE,PAIRED,RANDOM,GENOMIC,Cheracebus lugens,ILLUMINA,2023-09-16T00:00:00Z,SAMEA14464460,Cheracebus lugens,ERP144627,SAMEA14464460,IBE(CSIC-UNIVERSITAT POMPEU FABRA),IBE(CSIC-UNIVERSITAT POMPEU FABRA),2023-06-01T00:19:35Z,2023-06-01T00:19:35Z,public,PD_0316,PD_0316,"fastq,run.zq,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",2023-09-23T04:56:00Z,1,302,9570971316,3040920457,black titi,1.1856 N 64.8108 W,Brazil,South America,Brazil,MN68618,JPB119,,,,
ERR10972346,WGS,PRJEB59576,SAMEA14464461,IBE(CSIC-UNIVERSITAT POMPEU FABRA),public,2023-06-01,2023-06-01,2023-06-01,2023-06-01,ERX10409469,Illumina NovaSeq 6000,2364AE,PAIRED,RANDOM,GENOMIC,Cheracebus lugens,ILLUMINA,2023-09-16T00:00:00Z,SAMEA14464461,Cheracebus lugens,ERP144627,SAMEA14464461,IBE(CSIC-UNIVERSITAT POMPEU FABRA),IBE(CSIC-UNIVERSITAT POMPEU FABRA),2023-06-01T00:19:35Z,2023-06-01T00:19:35Z,public,PD_0317,PD_0317,"run.zq,sra,fastq","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",2023-09-23T05:04:00Z,1,302,15388732838,5033456452,black titi,0.8523 N 63.4814 W,Brazil,South America,Brazil,INPA5709,JPB123,,,,
ERR10972347,WGS,PRJEB59576,SAMEA14464461,IBE(CSIC-UNIVERSITAT POMPEU FABRA),public,2023-06-01,2023-06-01,2023-06-01,2023-06-01,ERX10409470,Illumina NovaSeq 6000,2364AE,PAIRED,RANDOM,GENOMIC,Cheracebus lugens,ILLUMINA,2023-09-16T00:00:00Z,SAMEA14464461,Cheracebus lugens,ERP144627,SAMEA14464461,IBE(CSIC-UNIVERSITAT POMPEU FABRA),IBE(CSIC-UNIVERSITAT POMPEU FABRA),2023-06-01T00:19:35Z,2023-06-01T00:19:35Z,public,PD_0317,PD_0317,"sra,fastq,run.zq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",2023-09-23T05:04:00Z,1,302,15567137526,4994615498,black titi,0.8523 N 63.4814 W,Brazil,South America,Brazil,INPA5709,JPB123,,,,
ERR10972348,WGS,PRJEB59576,SAMEA14464461,IBE(CSIC-UNIVERSITAT POMPEU FABRA),public,2023-06-01,2023-06-01,2023-06-01,2023-06-01,ERX10409471,Illumina NovaSeq 6000,2364AE,PAIRED,RANDOM,GENOMIC,Cheracebus lugens,ILLUMINA,2023-09-16T00:00:00Z,SAMEA14464461,Cheracebus lugens,ERP144627,SAMEA14464461,IBE(CSIC-UNIVERSITAT POMPEU FABRA),IBE(CSIC-UNIVERSITAT POMPEU FABRA),2023-06-01T00:19:35Z,2023-06-01T00:19:35Z,public,PD_0317,PD_0317,"sra,fastq,run.zq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",2023-09-23T05:01:00Z,1,302,13220131238,4140373777,black titi,0.8523 N 63.4814 W,Brazil,South America,Brazil,INPA5709,JPB123,,,,
ERR10972349,WGS,PRJEB59576,SAMEA14464461,IBE(CSIC-UNIVERSITAT POMPEU FABRA),public,2023-06-01,2023-06-01,2023-06-01,2023-06-01,ERX10409472,Illumina NovaSeq 6000,2364AE,PAIRED,RANDOM,GENOMIC,Cheracebus lugens,ILLUMINA,2023-09-16T00:00:00Z,SAMEA14464461,Cheracebus lugens,ERP144627,SAMEA14464461,IBE(CSIC-UNIVERSITAT POMPEU FABRA),IBE(CSIC-UNIVERSITAT POMPEU FABRA),2023-06-01T00:19:35Z,2023-06-01T00:19:35Z,public,PD_0317,PD_0317,"run.zq,sra,fastq","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",2023-09-23T05:04:00Z,1,302,13439184522,4212196256,black titi,0.8523 N 63.4814 W,Brazil,South America,Brazil,INPA5709,JPB123,,,,
ERR10972350,WGS,PRJEB59576,SAMEA14464461,IBE(CSIC-UNIVERSITAT POMPEU FABRA),public,2023-06-01,2023-06-01,2023-06-01,2023-06-01,ERX10409473,Illumina NovaSeq 6000,2364AE,PAIRED,RANDOM,GENOMIC,Cheracebus lugens,ILLUMINA,2023-09-16T00:00:00Z,SAMEA14464461,Cheracebus lugens,ERP144627,SAMEA14464461,IBE(CSIC-UNIVERSITAT POMPEU FABRA),IBE(CSIC-UNIVERSITAT POMPEU FABRA),2023-06-01T00:19:35Z,2023-06-01T00:19:35Z,public,PD_0317,PD_0317,"fastq,sra,run.zq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",2023-09-23T05:02:00Z,1,302,13150237264,4140912108,black titi,0.8523 N 63.4814 W,Brazil,South America,Brazil,INPA5709,JPB123,,,,
ERR10972351,WGS,PRJEB59576,SAMEA14464461,IBE(CSIC-UNIVERSITAT POMPEU FABRA),public,2023-06-01,2023-06-01,2023-06-01,2023-06-01,ERX10409474,Illumina NovaSeq 6000,2364AE,PAIRED,RANDOM,GENOMIC,Cheracebus lugens,ILLUMINA,2023-09-16T00:00:00Z,SAMEA14464461,Cheracebus lugens,ERP144627,SAMEA14464461,IBE(CSIC-UNIVERSITAT POMPEU FABRA),IBE(CSIC-UNIVERSITAT POMPEU FABRA),2023-06-01T00:19:35Z,2023-06-01T00:19:35Z,public,PD_0317,PD_0317,"fastq,run.zq,sra","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",2023-09-23T05:05:00Z,1,302,13372511982,4210633032,black titi,0.8523 N 63.4814 W,Brazil,South America,Brazil,INPA5709,JPB123,,,,
ERR10972352,WGS,PRJEB59576,SAMEA14464462,IBE(CSIC-UNIVERSITAT POMPEU FABRA),public,2023-06-01,2023-06-01,2023-06-01,2023-06-01,ERX10409475,Illumina NovaSeq 6000,2365AE,PAIRED,RANDOM,GENOMIC,Cheracebus lugens,ILLUMINA,2023-09-16T00:00:00Z,SAMEA14464462,Cheracebus lugens,ERP144627,SAMEA14464462,IBE(CSIC-UNIVERSITAT POMPEU FABRA),IBE(CSIC-UNIVERSITAT POMPEU FABRA),2023-06-01T00:19:35Z,2023-06-01T00:19:35Z,public,PD_0318,PD_0318,"fastq,sra,run.zq","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",2023-09-23T05:12:00Z,1,302,18057926618,5863397339,black titi,0.6917 N 62.8644 W,Brazil,South America,Brazil,INPA5720,JPB136,,,,
ERR10972353,WGS,PRJEB59576,SAMEA14464462,IBE(CSIC-UNIVERSITAT POMPEU FABRA),public,2023-06-01,2023-06-01,2023-06-01,2023-06-01,ERX10409476,Illumina NovaSeq 6000,2365AE,PAIRED,RANDOM,GENOMIC,Cheracebus lugens,ILLUMINA,2023-09-16T00:00:00Z,SAMEA14464462,Cheracebus lugens,ERP144627,SAMEA14464462,IBE(CSIC-UNIVERSITAT POMPEU FABRA),IBE(CSIC-UNIVERSITAT POMPEU FABRA),2023-06-01T00:19:35Z,2023-06-01T00:19:35Z,public,PD_0318,PD_0318,"sra,fastq,run.zq","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",2023-09-23T05:06:00Z,1,302,18036307344,5748854899,black titi,0.6917 N 62.8644 W,Brazil,South America,Brazil,INPA5720,JPB136,,,,
ERR10972354,WGS,PRJEB59576,SAMEA14464462,IBE(CSIC-UNIVERSITAT POMPEU FABRA),public,2023-06-01,2023-06-01,2023-06-01,2023-06-01,ERX10409477,Illumina NovaSeq 6000,2365AE,PAIRED,RANDOM,GENOMIC,Cheracebus lugens,ILLUMINA,2023-09-16T00:00:00Z,SAMEA14464462,Cheracebus lugens,ERP144627,SAMEA14464462,IBE(CSIC-UNIVERSITAT POMPEU FABRA),IBE(CSIC-UNIVERSITAT POMPEU FABRA),2023-06-01T00:19:35Z,2023-06-01T00:19:35Z,public,PD_0318,PD_0318,"fastq,run.zq,sra","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",2023-09-23T05:00:00Z,1,302,10441824858,3258408969,black titi,0.6917 N 62.8644 W,Brazil,South America,Brazil,INPA5720,JPB136,,,,
ERR10972355,WGS,PRJEB59576,SAMEA14464462,IBE(CSIC-UNIVERSITAT POMPEU FABRA),public,2023-06-01,2023-06-01,2023-06-01,2023-06-01,ERX10409478,Illumina NovaSeq 6000,2365AE,PAIRED,RANDOM,GENOMIC,Cheracebus lugens,ILLUMINA,2023-09-16T00:00:00Z,SAMEA14464462,Cheracebus lugens,ERP144627,SAMEA14464462,IBE(CSIC-UNIVERSITAT POMPEU FABRA),IBE(CSIC-UNIVERSITAT POMPEU FABRA),2023-06-01T00:19:35Z,2023-06-01T00:19:35Z,public,PD_0318,PD_0318,"run.zq,sra,fastq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",2023-09-23T05:00:00Z,1,302,10586568626,3305850679,black titi,0.6917 N 62.8644 W,Brazil,South America,Brazil,INPA5720,JPB136,,,,
ERR10972356,WGS,PRJEB59576,SAMEA14464462,IBE(CSIC-UNIVERSITAT POMPEU FABRA),public,2023-06-01,2023-06-01,2023-06-01,2023-06-01,ERX10409479,Illumina NovaSeq 6000,2365AE,PAIRED,RANDOM,GENOMIC,Cheracebus lugens,ILLUMINA,2023-09-16T00:00:00Z,SAMEA14464462,Cheracebus lugens,ERP144627,SAMEA14464462,IBE(CSIC-UNIVERSITAT POMPEU FABRA),IBE(CSIC-UNIVERSITAT POMPEU FABRA),2023-06-01T00:19:35Z,2023-06-01T00:19:35Z,public,PD_0318,PD_0318,"run.zq,fastq,sra","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",2023-09-23T04:58:00Z,1,302,10399969470,3262410458,black titi,0.6917 N 62.8644 W,Brazil,South America,Brazil,INPA5720,JPB136,,,,
ERR10972357,WGS,PRJEB59576,SAMEA14464462,IBE(CSIC-UNIVERSITAT POMPEU FABRA),public,2023-06-01,2023-06-01,2023-06-01,2023-06-01,ERX10409480,Illumina NovaSeq 6000,2365AE,PAIRED,RANDOM,GENOMIC,Cheracebus lugens,ILLUMINA,2023-09-16T00:00:00Z,SAMEA14464462,Cheracebus lugens,ERP144627,SAMEA14464462,IBE(CSIC-UNIVERSITAT POMPEU FABRA),IBE(CSIC-UNIVERSITAT POMPEU FABRA),2023-06-01T00:19:35Z,2023-06-01T00:19:35Z,public,PD_0318,PD_0318,"run.zq,fastq,sra","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",2023-09-23T05:00:00Z,1,302,10545292172,3307723497,black titi,0.6917 N 62.8644 W,Brazil,South America,Brazil,INPA5720,JPB136,,,,
ERR10972358,WGS,PRJEB59576,SAMEA14464463,IBE(CSIC-UNIVERSITAT POMPEU FABRA),public,2023-06-01,2023-06-01,2023-06-01,2023-06-01,ERX10409481,Illumina NovaSeq 6000,2366AE,PAIRED,RANDOM,GENOMIC,Cheracebus lugens,ILLUMINA,2023-09-16T00:00:00Z,SAMEA14464463,Cheracebus lugens,ERP144627,SAMEA14464463,IBE(CSIC-UNIVERSITAT POMPEU FABRA),IBE(CSIC-UNIVERSITAT POMPEU FABRA),2023-06-01T00:19:35Z,2023-06-01T00:19:35Z,public,PD_0319,PD_0319,"run.zq,sra,fastq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",2023-09-23T06:35:00Z,1,302,15696434296,5157861325,black titi,0.0878 N 66.8222 W,Brazil,South America,Brazil,INPA8495,JPB160,,,,
ERR10972359,WGS,PRJEB59576,SAMEA14464463,IBE(CSIC-UNIVERSITAT POMPEU FABRA),public,2023-06-01,2023-06-01,2023-06-01,2023-06-01,ERX10409482,Illumina NovaSeq 6000,2366AE,PAIRED,RANDOM,GENOMIC,Cheracebus lugens,ILLUMINA,2023-09-16T00:00:00Z,SAMEA14464463,Cheracebus lugens,ERP144627,SAMEA14464463,IBE(CSIC-UNIVERSITAT POMPEU FABRA),IBE(CSIC-UNIVERSITAT POMPEU FABRA),2023-06-01T00:19:35Z,2023-06-01T00:19:35Z,public,PD_0319,PD_0319,"run.zq,fastq,sra","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",2023-09-23T06:31:00Z,1,302,15930952094,5137614096,black titi,0.0878 N 66.8222 W,Brazil,South America,Brazil,INPA8495,JPB160,,,,
ERR10972360,WGS,PRJEB59576,SAMEA14464463,IBE(CSIC-UNIVERSITAT POMPEU FABRA),public,2023-06-01,2023-06-01,2023-06-01,2023-06-01,ERX10409483,Illumina NovaSeq 6000,2366AE,PAIRED,RANDOM,GENOMIC,Cheracebus lugens,ILLUMINA,2023-09-16T00:00:00Z,SAMEA14464463,Cheracebus lugens,ERP144627,SAMEA14464463,IBE(CSIC-UNIVERSITAT POMPEU FABRA),IBE(CSIC-UNIVERSITAT POMPEU FABRA),2023-06-01T00:19:35Z,2023-06-01T00:19:35Z,public,PD_0319,PD_0319,"run.zq,sra,fastq","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",2023-09-23T06:27:00Z,1,302,12789777614,4024800533,black titi,0.0878 N 66.8222 W,Brazil,South America,Brazil,INPA8495,JPB160,,,,
ERR10972361,WGS,PRJEB59576,SAMEA14464463,IBE(CSIC-UNIVERSITAT POMPEU FABRA),public,2023-06-01,2023-06-01,2023-06-01,2023-06-01,ERX10409484,Illumina NovaSeq 6000,2366AE,PAIRED,RANDOM,GENOMIC,Cheracebus lugens,ILLUMINA,2023-09-16T00:00:00Z,SAMEA14464463,Cheracebus lugens,ERP144627,SAMEA14464463,IBE(CSIC-UNIVERSITAT POMPEU FABRA),IBE(CSIC-UNIVERSITAT POMPEU FABRA),2023-06-01T00:19:35Z,2023-06-01T00:19:35Z,public,PD_0319,PD_0319,"fastq,run.zq,sra","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",2023-09-23T06:31:00Z,1,302,12998153386,4094014996,black titi,0.0878 N 66.8222 W,Brazil,South America,Brazil,INPA8495,JPB160,,,,
ERR10972362,WGS,PRJEB59576,SAMEA14464463,IBE(CSIC-UNIVERSITAT POMPEU FABRA),public,2023-06-01,2023-06-01,2023-06-01,2023-06-01,ERX10409485,Illumina NovaSeq 6000,2366AE,PAIRED,RANDOM,GENOMIC,Cheracebus lugens,ILLUMINA,2023-09-16T00:00:00Z,SAMEA14464463,Cheracebus lugens,ERP144627,SAMEA14464463,IBE(CSIC-UNIVERSITAT POMPEU FABRA),IBE(CSIC-UNIVERSITAT POMPEU FABRA),2023-06-01T00:19:35Z,2023-06-01T00:19:35Z,public,PD_0319,PD_0319,"sra,run.zq,fastq","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",2023-09-23T06:28:00Z,1,302,12708751618,4020885819,black titi,0.0878 N 66.8222 W,Brazil,South America,Brazil,INPA8495,JPB160,,,,
ERR10972363,WGS,PRJEB59576,SAMEA14464463,IBE(CSIC-UNIVERSITAT POMPEU FABRA),public,2023-06-01,2023-06-01,2023-06-01,2023-06-01,ERX10409486,Illumina NovaSeq 6000,2366AE,PAIRED,RANDOM,GENOMIC,Cheracebus lugens,ILLUMINA,2023-09-16T00:00:00Z,SAMEA14464463,Cheracebus lugens,ERP144627,SAMEA14464463,IBE(CSIC-UNIVERSITAT POMPEU FABRA),IBE(CSIC-UNIVERSITAT POMPEU FABRA),2023-06-01T00:19:35Z,2023-06-01T00:19:35Z,public,PD_0319,PD_0319,"sra,run.zq,fastq","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",2023-09-23T05:01:00Z,1,302,12931862574,4091306789,black titi,0.0878 N 66.8222 W,Brazil,South America,Brazil,INPA8495,JPB160,,,,
ERR10972364,WGS,PRJEB59576,SAMEA14464464,IBE(CSIC-UNIVERSITAT POMPEU FABRA),public,2023-06-01,2023-06-01,2023-06-01,2023-06-01,ERX10409487,Illumina NovaSeq 6000,2409AE,PAIRED,RANDOM,GENOMIC,Cheracebus lugens,ILLUMINA,2023-09-16T00:00:00Z,SAMEA14464464,Cheracebus lugens,ERP144627,SAMEA14464464,IBE(CSIC-UNIVERSITAT POMPEU FABRA),IBE(CSIC-UNIVERSITAT POMPEU FABRA),2023-06-01T00:19:35Z,2023-06-01T00:19:35Z,public,PD_0320,PD_0320,"sra,fastq,run.zq","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2023-09-23T06:34:00Z,1,302,15785933204,5097166909,black titi,0.4782 S 64.4113 W,Brazil,South America,Brazil,MZUSP,JPB81,,,,
ERR10972365,WGS,PRJEB59576,SAMEA14464464,IBE(CSIC-UNIVERSITAT POMPEU FABRA),public,2023-06-01,2023-06-01,2023-06-01,2023-06-01,ERX10409488,Illumina NovaSeq 6000,2409AE,PAIRED,RANDOM,GENOMIC,Cheracebus lugens,ILLUMINA,2023-09-16T00:00:00Z,SAMEA14464464,Cheracebus lugens,ERP144627,SAMEA14464464,IBE(CSIC-UNIVERSITAT POMPEU FABRA),IBE(CSIC-UNIVERSITAT POMPEU FABRA),2023-06-01T00:19:35Z,2023-06-01T00:19:35Z,public,PD_0320,PD_0320,"fastq,sra,run.zq","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",2023-09-23T06:34:00Z,1,302,15672357648,4966101423,black titi,0.4782 S 64.4113 W,Brazil,South America,Brazil,MZUSP,JPB81,,,,
ERR10972366,WGS,PRJEB59576,SAMEA14464464,IBE(CSIC-UNIVERSITAT POMPEU FABRA),public,2023-06-01,2023-06-01,2023-06-01,2023-06-01,ERX10409489,Illumina NovaSeq 6000,2409AE,PAIRED,RANDOM,GENOMIC,Cheracebus lugens,ILLUMINA,2023-09-16T00:00:00Z,SAMEA14464464,Cheracebus lugens,ERP144627,SAMEA14464464,IBE(CSIC-UNIVERSITAT POMPEU FABRA),IBE(CSIC-UNIVERSITAT POMPEU FABRA),2023-06-01T00:19:35Z,2023-06-01T00:19:35Z,public,PD_0320,PD_0320,"fastq,run.zq,sra","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",2023-09-23T06:25:00Z,1,302,12931771974,4007076978,black titi,0.4782 S 64.4113 W,Brazil,South America,Brazil,MZUSP,JPB81,,,,
ERR10972367,WGS,PRJEB59576,SAMEA14464464,IBE(CSIC-UNIVERSITAT POMPEU FABRA),public,2023-06-01,2023-06-01,2023-06-01,2023-06-01,ERX10409490,Illumina NovaSeq 6000,2409AE,PAIRED,RANDOM,GENOMIC,Cheracebus lugens,ILLUMINA,2023-09-16T00:00:00Z,SAMEA14464464,Cheracebus lugens,ERP144627,SAMEA14464464,IBE(CSIC-UNIVERSITAT POMPEU FABRA),IBE(CSIC-UNIVERSITAT POMPEU FABRA),2023-06-01T00:19:35Z,2023-06-01T00:19:35Z,public,PD_0320,PD_0320,"fastq,sra,run.zq","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2023-09-23T06:28:00Z,1,302,13090907250,4058387918,black titi,0.4782 S 64.4113 W,Brazil,South America,Brazil,MZUSP,JPB81,,,,
ERR10972368,WGS,PRJEB59576,SAMEA14464464,IBE(CSIC-UNIVERSITAT POMPEU FABRA),public,2023-06-01,2023-06-01,2023-06-01,2023-06-01,ERX10409491,Illumina NovaSeq 6000,2409AE,PAIRED,RANDOM,GENOMIC,Cheracebus lugens,ILLUMINA,2023-09-16T00:00:00Z,SAMEA14464464,Cheracebus lugens,ERP144627,SAMEA14464464,IBE(CSIC-UNIVERSITAT POMPEU FABRA),IBE(CSIC-UNIVERSITAT POMPEU FABRA),2023-06-01T00:19:35Z,2023-06-01T00:19:35Z,public,PD_0320,PD_0320,"sra,run.zq,fastq","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2023-09-23T06:25:00Z,1,302,12872218480,4008619056,black titi,0.4782 S 64.4113 W,Brazil,South America,Brazil,MZUSP,JPB81,,,,
ERR10972369,WGS,PRJEB59576,SAMEA14464464,IBE(CSIC-UNIVERSITAT POMPEU FABRA),public,2023-06-01,2023-06-01,2023-06-01,2023-06-01,ERX10409492,Illumina NovaSeq 6000,2409AE,PAIRED,RANDOM,GENOMIC,Cheracebus lugens,ILLUMINA,2023-09-16T00:00:00Z,SAMEA14464464,Cheracebus lugens,ERP144627,SAMEA14464464,IBE(CSIC-UNIVERSITAT POMPEU FABRA),IBE(CSIC-UNIVERSITAT POMPEU FABRA),2023-06-01T00:19:35Z,2023-06-01T00:19:35Z,public,PD_0320,PD_0320,"fastq,run.zq,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",2023-09-23T06:25:00Z,1,302,13063948012,4067633869,black titi,0.4782 S 64.4113 W,Brazil,South America,Brazil,MZUSP,JPB81,,,,
